DS_CARGO;NM_CANDIDATO;SQ_CANDIDATO;NR_CANDIDATO;DS_DETALHE_SITUACAO_CAND;NR_PARTIDO;SG_PARTIDO;NM_PARTIDO;DS_OCUPACAO;DT_NASCIMENTO;DS_GENERO;DS_GRAU_INSTRUCAO;DS_SIT_TOT_TURNO
VEREADOR;LUCAS MIRANDA COSTA PINTO;1,6E+11;23789;DEFERIDO;23;PPS;PARTIDO POPULAR SOCIALISTA;OUTROS;01/03/1996;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
VEREADOR;EMILIANE SANTIAGO RIBEIRO;1,6E+11;44991;INDEFERIDO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS;23/09/1980;FEMININO;ENSINO MÉDIO COMPLETO;NÃO ELEITO
VEREADOR;ANA LUCIA LEITE MORO VIEIRA;1,6E+11;12016;DEFERIDO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;JORNALISTA E REDATOR;27/01/1977;FEMININO;SUPERIOR COMPLETO;SUPLENTE
VEREADOR;OSMAR MARTINS DOS SANTOS;1,6E+11;18099;INDEFERIDO;18;REDE;REDE SUSTENTABILIDADE;CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES;03/08/1968;MASCULINO;ENSINO MÉDIO COMPLETO;NÃO ELEITO
VEREADOR;ELIANE RIBEIRO VOIGT;1,6E+11;77727;DEFERIDO;77;SD;SOLIDARIEDADE;DONA DE CASA;21/11/1969;FEMININO;ENSINO FUNDAMENTAL COMPLETO;SUPLENTE
VEREADOR;HUMBERTO LUIS RANIOWSKA;1,6E+11;20027;DEFERIDO;20;PSC;PARTIDO SOCIAL CRISTÃO;EMPRESÁRIO;07/09/1974;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
PREFEITO;AFONSO CELSO RANGEL SANTOS;1,6E+11;44;INDEFERIDO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;EMPRESÁRIO;06/07/1957;MASCULINO;SUPERIOR COMPLETO;NÃO ELEITO
VEREADOR;ALESSANDRO ADELINO OTTO;1,6E+11;50650;DEFERIDO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;OUTROS;03/09/1974;MASCULINO;ENSINO MÉDIO COMPLETO;NÃO ELEITO
VEREADOR;OTHON ACCIOLY RODRIGUES DA COSTA NETO;1,6E+11;55444;DEFERIDO;55;PSD;PARTIDO SOCIAL DEMOCRÁTICO;ADVOGADO;15/06/1971;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
VEREADOR;GILMAR OLIVEIRA DE AGUIAR;1,6E+11;28400;DEFERIDO;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;GARÇOM;28/10/1976;MASCULINO;ENSINO MÉDIO INCOMPLETO;NÃO ELEITO
VEREADOR;GUIMAR RODRIGUES DA SILVA;1,6E+11;31071;DEFERIDO;31;PHS;PARTIDO HUMANISTA DA SOLIDARIEDADE;APOSENTADO (EXCETO SERVIDOR PÚBLICO);15/01/1946;MASCULINO;ENSINO MÉDIO COMPLETO;NÃO ELEITO
VEREADOR;ANATERRA VIANA;1,6E+11;13123;DEFERIDO;13;PT;PARTIDO DOS TRABALHADORES;JORNALISTA E REDATOR;10/09/1981;FEMININO;SUPERIOR COMPLETO;SUPLENTE
VEREADOR;SAVIO HENRIQUE CLEMENTE;1,6E+11;36306;DEFERIDO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL;02/07/1975;MASCULINO;SUPERIOR COMPLETO;NÃO ELEITO
VEREADOR;BENILDO ALVES DE ANDRADE;1,6E+11;28013;DEFERIDO;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;OUTROS;26/05/1970;MASCULINO;ENSINO MÉDIO COMPLETO;NÃO ELEITO
VEREADOR;MARIO CESAR DOS SANTOS;1,6E+11;44014;DEFERIDO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;EMPRESÁRIO;08/07/1968;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
VEREADOR;LUIZ EDUARDO PIMPÃO SILVA;1,6E+11;45454;DEFERIDO;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;EMPRESÁRIO;28/03/1958;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
VEREADOR;SARAI BATISTA AGIBERT;1,6E+11;44024;DEFERIDO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;PROFESSOR DE ENSINO SUPERIOR;24/02/1965;FEMININO;SUPERIOR COMPLETO;SUPLENTE
VEREADOR;MARCELO CORDEIRO ALVES PINTO;1,6E+11;23156;DEFERIDO;23;PPS;PARTIDO POPULAR SOCIALISTA;ADMINISTRADOR;10/09/1970;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
VEREADOR;EDUARDO SANTOS DA SILVA;1,6E+11;28222;DEFERIDO;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;ADMINISTRADOR;03/08/1987;MASCULINO;SUPERIOR COMPLETO;NÃO ELEITO
VEREADOR;NISI MERI BORGES DOS SANTOS;1,6E+11;10222;INDEFERIDO;10;PRB;PARTIDO REPUBLICANO BRASILEIRO;DONA DE CASA;24/05/1976;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;NÃO ELEITO
VEREADOR;SIMONE DE FATIMA FUIM;1,6E+11;36651;DEFERIDO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;TÉCNICO DE LABORATÓRIO E RAIOS X;29/09/1979;FEMININO;ENSINO MÉDIO COMPLETO;NÃO ELEITO
VEREADOR;ALEX DESONE DE LARA VAZ;1,6E+11;55222;DEFERIDO;55;PSD;PARTIDO SOCIAL DEMOCRÁTICO;AGENTE ADMINISTRATIVO;29/04/1982;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
VEREADOR;LUIZ CARLOS DE JESUS;1,6E+11;15294;DEFERIDO;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;OUTROS;14/11/1977;MASCULINO;SUPERIOR INCOMPLETO;SUPLENTE
VEREADOR;LUIS HENRIQUE PEDROSO BUSHO;1,6E+11;90816;DEFERIDO;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;GERENTE;22/03/1995;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
VEREADOR;LUIZ TADEU SEIDEL BERNARDINA;1,6E+11;44400;DEFERIDO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;MILITAR REFORMADO;20/12/1952;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
VEREADOR;JOSÉ EMILIO PORTO CALDEIRA;1,6E+11;30500;DEFERIDO;30;NOVO;PARTIDO NOVO;EMPRESÁRIO;10/09/1966;MASCULINO;SUPERIOR COMPLETO;NÃO ELEITO
VEREADOR;FELIPE ALVES;1,6E+11;19990;DEFERIDO;19;PTN;PARTIDO TRABALHISTA NACIONAL;LOCUTOR E COMENTARISTA DE RÁDIO E TELEVISÃO E RADIALISTA;29/10/1969;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
VEREADOR;MARCOS APARECIDO SALVO;1,6E+11;77028;DEFERIDO;77;SD;SOLIDARIEDADE;OUTROS;28/06/1978;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;SUPLENTE
VEREADOR;RAIMUNDO NONATO RIBEIRO SOARES;1,6E+11;28444;DEFERIDO;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;APOSENTADO (EXCETO SERVIDOR PÚBLICO);09/09/1954;MASCULINO;SUPERIOR COMPLETO;NÃO ELEITO
VEREADOR;VANER MARCEL PEIXOTO;1,6E+11;77567;DEFERIDO;77;SD;SOLIDARIEDADE;OUTROS;02/03/1978;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
VEREADOR;ZENILDA MARIA DE OLIVEIRA XAVIER;1,6E+11;28528;DEFERIDO;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;OUTROS;24/06/1962;FEMININO;ENSINO MÉDIO COMPLETO;NÃO ELEITO
VEREADOR;MARCOS AURÉLIO DOMINGUES;1,6E+11;90013;DEFERIDO;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;PROFESSOR DE ENSINO MÉDIO;16/11/1965;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
VEREADOR;SIRLEI BETTIO;1,6E+11;33005;DEFERIDO;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;APOSENTADO (EXCETO SERVIDOR PÚBLICO);26/07/1937;FEMININO;ENSINO MÉDIO COMPLETO;SUPLENTE
VEREADOR;WELLINGTON PEREIRA;1,6E+11;17133;DEFERIDO;17;PSL;PARTIDO SOCIAL LIBERAL;ESTIVADOR, CARREGADOR E ASSEMELHADOS;15/10/1985;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;NÃO ELEITO
VEREADOR;JOSE FRANCISCO DA ROCHA POMBO SOBIERAY;1,6E+11;70021;DEFERIDO;70;PT do B;PARTIDO TRABALHISTA DO BRASIL;PSICÓLOGO;04/12/1956;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
VEREADOR;SIMONE DA COSTA;1,6E+11;28001;DEFERIDO;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;SERVIDOR PÚBLICO MUNICIPAL;06/03/1976;FEMININO;SUPERIOR COMPLETO;NÃO ELEITO
VEREADOR;OZIEL PEREIRA DE SA;1,6E+11;13000;DEFERIDO;13;PT;PARTIDO DOS TRABALHADORES;MOTOBOY;16/04/1972;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
VEREADOR;LUIZ EDUARDO DA SILVA;1,6E+11;23500;DEFERIDO;23;PPS;PARTIDO POPULAR SOCIALISTA;ADVOGADO;12/05/1968;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
VEREADOR;SAMUEL DOMINGUES DE JESUZ;1,6E+11;35777;DEFERIDO;35;PMB;PARTIDO DA MULHER BRASILEIRA;EMPRESÁRIO;01/04/1978;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;SUPLENTE
VEREADOR;JAIR CÉZAR DE OLIVEIRA;1,6E+11;20200;DEFERIDO;20;PSC;PARTIDO SOCIAL CRISTÃO;ADVOGADO;05/11/1939;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
VEREADOR;ANTONIA REGINA DE PAULA STAREPRAVO;1,6E+11;30800;DEFERIDO;30;NOVO;PARTIDO NOVO;ADMINISTRADOR;23/09/1964;FEMININO;SUPERIOR COMPLETO;NÃO ELEITO
VEREADOR;SERGIO ROBERTO CAVICHIOLO FRANCO;1,6E+11;23200;DEFERIDO;23;PPS;PARTIDO POPULAR SOCIALISTA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);07/10/1956;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
VEREADOR;VANIA CRISTINA DE MELO;1,6E+11;36001;DEFERIDO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA;26/06/1983;FEMININO;ENSINO MÉDIO COMPLETO;NÃO ELEITO
VEREADOR;EMERSON SILVERIO DA SILVA;1,6E+11;44321;DEFERIDO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;COMERCIANTE;10/01/1975;MASCULINO;SUPERIOR INCOMPLETO;SUPLENTE
VEREADOR;SEBASTIÃO CANDIDO DA SILVA;1,6E+11;17115;DEFERIDO;17;PSL;PARTIDO SOCIAL LIBERAL;CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES;12/10/1955;MASCULINO;ENSINO MÉDIO COMPLETO;NÃO ELEITO
VEREADOR;GUSTAVO KENZO SARUHASHI;1,6E+11;11444;DEFERIDO;11;PP;PARTIDO PROGRESSISTA;ADVOGADO;23/05/1986;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
VEREADOR;FERNANDA AKEMI MACHADO MIYAZAKI NICHEL;1,6E+11;35737;DEFERIDO;35;PMB;PARTIDO DA MULHER BRASILEIRA;OUTROS;11/10/1976;FEMININO;SUPERIOR INCOMPLETO;SUPLENTE
VEREADOR;DAGOBERT MARZINKOWSKI;1,6E+11;10300;DEFERIDO;10;PRB;PARTIDO REPUBLICANO BRASILEIRO;OUTROS;07/08/1976;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
VEREADOR;DARIO REIS DALPRA;1,6E+11;77111;DEFERIDO;77;SD;SOLIDARIEDADE;VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS;06/01/1960;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
VEREADOR;CELIA MARCONDES MACHADO;1,6E+11;77018;DEFERIDO;77;SD;SOLIDARIEDADE;PSICÓLOGO;18/12/1966;FEMININO;SUPERIOR COMPLETO;SUPLENTE
VEREADOR;JOAO DE SOUZA PADILHA NETO;1,6E+11;11089;DEFERIDO;11;PP;PARTIDO PROGRESSISTA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);08/09/1959;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
VEREADOR;HERNANI DA SILVA;1,6E+11;40199;DEFERIDO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;OUTROS;10/08/1963;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SUPLENTE
VEREADOR;LEILIANE APARECIDA PEREIRA DA COSTA;1,6E+11;25111;DEFERIDO;25;DEM;DEMOCRATAS;CABELEIREIRO E BARBEIRO;13/03/1986;FEMININO;ENSINO FUNDAMENTAL COMPLETO;SUPLENTE
VEREADOR;MARIO SERGIO DE CAMARGO;1,6E+11;36333;DEFERIDO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO);23/11/1957;MASCULINO;SUPERIOR INCOMPLETO;NÃO ELEITO
VEREADOR;MAURO TOSHIYUKI IDA;1,6E+11;45456;DEFERIDO;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;EMPRESÁRIO;04/04/1964;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
VEREADOR;JULIANA DOS SANTOS;1,6E+11;36400;DEFERIDO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;SECRETÁRIO E DATILÓGRAFO;09/03/1980;FEMININO;LÊ E ESCREVE;NÃO ELEITO
VEREADOR;ENÉAS NUNES CAVALHEIRO;1,6E+11;23056;DEFERIDO;23;PPS;PARTIDO POPULAR SOCIALISTA;MOTORISTA PARTICULAR;03/03/1988;MASCULINO;SUPERIOR INCOMPLETO;SUPLENTE
VEREADOR;LUIS ALEX DA SILVA;1,6E+11;55770;DEFERIDO;55;PSD;PARTIDO SOCIAL DEMOCRÁTICO;ADMINISTRADOR;03/03/1982;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
VEREADOR;THABATHA DE SOUZA MYLLA;1,6E+11;27261;DEFERIDO;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;PSICÓLOGO;26/11/1975;FEMININO;SUPERIOR COMPLETO;SUPLENTE
VEREADOR;LINA CAROLL MONTEIRO;1,6E+11;15003;DEFERIDO;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;OUTROS;03/05/1996;FEMININO;ENSINO MÉDIO COMPLETO;SUPLENTE
VEREADOR;JUSSARA JOECKEL;1,6E+11;20022;DEFERIDO;20;PSC;PARTIDO SOCIAL CRISTÃO;POLICIAL CIVIL;24/08/1959;FEMININO;SUPERIOR COMPLETO;SUPLENTE
VEREADOR;GABRIELA CIOATO RIZZON;1,6E+11;43443;DEFERIDO;43;PV;PARTIDO VERDE;GEÓLOGO;25/06/1988;FEMININO;SUPERIOR COMPLETO;SUPLENTE
VEREADOR;ADRIELLE MATTOZO;1,6E+11;45545;DEFERIDO;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;EMPRESÁRIO;20/06/1980;FEMININO;SUPERIOR COMPLETO;SUPLENTE
VEREADOR;DOUGLAS MIRANDA DE RAMOS;1,6E+11;77007;DEFERIDO;77;SD;SOLIDARIEDADE;OUTROS;25/09/1979;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SUPLENTE
VEREADOR;DEMIVAL DARCI MARINHO;1,6E+11;90789;DEFERIDO;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;APOSENTADO (EXCETO SERVIDOR PÚBLICO);29/05/1951;MASCULINO;SUPERIOR INCOMPLETO;SUPLENTE
VEREADOR;ISAIAS PEREIRA DA SILVA;1,6E+11;14711;DEFERIDO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;MÚSICO;19/02/1962;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
VEREADOR;AMANTINO PEDRO LARA DOS SANTOS;1,6E+11;36200;DEFERIDO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;MOTORISTA DE VEÍCULOS DE TRANSPORTE DE CARGA;20/04/1957;MASCULINO;LÊ E ESCREVE;NÃO ELEITO
PREFEITO;RAFAEL VALDOMIRO GRECA DE MACEDO;1,6E+11;33;DEFERIDO;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;ENGENHEIRO;17/03/1956;MASCULINO;SUPERIOR COMPLETO;2º TURNO
VEREADOR;LUCIANO MEIRA ABADE;1,6E+11;23338;DEFERIDO;23;PPS;PARTIDO POPULAR SOCIALISTA;PROFESSOR DE ENSINO FUNDAMENTAL;11/04/1978;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
VEREADOR;SIDNEY FRANCISCO DA SILVA;1,6E+11;36789;DEFERIDO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL;13/05/1968;MASCULINO;SUPERIOR COMPLETO;NÃO ELEITO
VEREADOR;AROLDO DOS SANTOS;1,6E+11;33888;DEFERIDO;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;GERENTE;23/11/1972;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
VEREADOR;GUILHERME ZIELONKA PEREIRA;1,6E+11;23230;DEFERIDO;23;PPS;PARTIDO POPULAR SOCIALISTA;EMPRESÁRIO;13/11/1989;MASCULINO;SUPERIOR INCOMPLETO;SUPLENTE
VEREADOR;SANDRO MAZALLI JUNIOR;1,6E+11;77555;DEFERIDO;77;SD;SOLIDARIEDADE;OUTROS;28/12/1994;MASCULINO;SUPERIOR INCOMPLETO;SUPLENTE
VEREADOR;FERNANDO NEGRELLE;1,6E+11;11024;DEFERIDO;11;PP;PARTIDO PROGRESSISTA;GERENTE;06/04/1980;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SUPLENTE
VEREADOR;OSIAS MORAES DE SOUZA;1,6E+11;10123;DEFERIDO;10;PRB;PARTIDO REPUBLICANO BRASILEIRO;LOCUTOR E COMENTARISTA DE RÁDIO E TELEVISÃO E RADIALISTA;22/01/1975;MASCULINO;ENSINO MÉDIO COMPLETO;ELEITO POR QP
VEREADOR;JOSÉ ODENIR VIATROSKI SANT ANA;1,6E+11;50678;DEFERIDO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;SERVIDOR PÚBLICO ESTADUAL;23/07/1981;MASCULINO;SUPERIOR COMPLETO;NÃO ELEITO
VEREADOR;CARLA CRISTIANA DE CARVALHO;1,6E+11;20007;DEFERIDO;20;PSC;PARTIDO SOCIAL CRISTÃO;VEREADOR;26/08/1982;FEMININO;SUPERIOR COMPLETO;SUPLENTE
VEREADOR;CLEBER EDUARDO ARADO;1,6E+11;27010;DEFERIDO;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;EMPRESÁRIO;11/10/1972;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
VEREADOR;DANIELLE DE FÁTIMA MOURA PEREIRA DA COSTA;1,6E+11;51005;DEFERIDO;51;PEN;PARTIDO ECOLÓGICO NACIONAL;PUBLICITÁRIO;20/12/1983;FEMININO;SUPERIOR INCOMPLETO;NÃO ELEITO
VEREADOR;NEEMIAS PORTELA;1,6E+11;28555;DEFERIDO;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;OUTROS;27/11/1966;MASCULINO;ENSINO MÉDIO COMPLETO;NÃO ELEITO
VEREADOR;REGIANE WOTEKOSKI;1,6E+11;36040;DEFERIDO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA;08/09/1976;FEMININO;ENSINO MÉDIO COMPLETO;NÃO ELEITO
VEREADOR;IVO ROBERTO DA SILVA;1,6E+11;12333;DEFERIDO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;OUTROS;02/06/1953;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
VEREADOR;SILVIA CRISTINA DE SOUZA;1,6E+11;36536;DEFERIDO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;ADMINISTRADOR;13/07/1975;FEMININO;SUPERIOR COMPLETO;NÃO ELEITO
VEREADOR;ODALVIA VAUREK;1,6E+11;43555;DEFERIDO;43;PV;PARTIDO VERDE;PEDAGOGO;03/12/1954;FEMININO;SUPERIOR COMPLETO;SUPLENTE
VEREADOR;WANESSA PELLEGRINI PIRES;1,6E+11;12120;DEFERIDO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;EMPRESÁRIO;24/09/1984;FEMININO;SUPERIOR INCOMPLETO;SUPLENTE
VEREADOR;MAURO JOSÉ IGNÁCIO;1,6E+11;40123;DEFERIDO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;VEREADOR;30/12/1963;MASCULINO;SUPERIOR COMPLETO;ELEITO POR QP
VEREADOR;ADRIANA RAMOS ESTELLA;1,6E+11;27954;DEFERIDO;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;EMPRESÁRIO;09/07/1974;FEMININO;ENSINO MÉDIO COMPLETO;SUPLENTE
VEREADOR;PEDRO LAURO DOMARADZKI;1,6E+11;23333;DEFERIDO;23;PPS;PARTIDO POPULAR SOCIALISTA;COMERCIANTE;25/06/1941;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SUPLENTE
VEREADOR;PAULO MEIRA LIMA;1,6E+11;36055;DEFERIDO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;RELAÇÕES-PÚBLICAS;13/07/1966;MASCULINO;SUPERIOR COMPLETO;NÃO ELEITO
VEREADOR;ELEXSANDRA DANIELI ANDRES;1,6E+11;55400;DEFERIDO;55;PSD;PARTIDO SOCIAL DEMOCRÁTICO;CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES;05/01/1975;FEMININO;SUPERIOR COMPLETO;SUPLENTE
VEREADOR;KARLA MONTEIRO KUEHNE;1,6E+11;12156;DEFERIDO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;PROFESSOR DE ENSINO FUNDAMENTAL;26/12/1975;FEMININO;SUPERIOR COMPLETO;SUPLENTE
VEREADOR;VALDIR ALVES FARIAS;1,6E+11;19190;DEFERIDO;19;PTN;PARTIDO TRABALHISTA NACIONAL;EMPRESÁRIO;03/08/1961;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;SUPLENTE
VEREADOR;ARISTEU MUNHOZ;1,6E+11;12880;DEFERIDO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;CONTADOR;27/05/1964;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
VEREADOR;LUIZ ROBERTO CORREA;1,6E+11;18999;DEFERIDO;18;REDE;REDE SUSTENTABILIDADE;CONTADOR;12/06/1966;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
VEREADOR;ARMANDO SANTOS LIRA;1,6E+11;18180;DEFERIDO;18;REDE;REDE SUSTENTABILIDADE;EMPRESÁRIO;16/03/1969;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
VEREADOR;SEBASTIÃO MOREIRA ARINS;1,6E+11;22249;DEFERIDO;22;PR;PARTIDO DA REPÚBLICA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);09/02/1949;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SUPLENTE
VEREADOR;KATIA DITTRICH;1,6E+11;77770;DEFERIDO;77;SD;SOLIDARIEDADE;OUTROS;03/05/1969;FEMININO;SUPERIOR COMPLETO;ELEITO POR QP
VEREADOR;ALEXSANDRO PITER ROSA;1,6E+11;15005;DEFERIDO;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;GERENTE;16/09/1974;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
VEREADOR;ALESSANDRA BIANECK;1,6E+11;55550;DEFERIDO;55;PSD;PARTIDO SOCIAL DEMOCRÁTICO;ADMINISTRADOR;17/08/1978;FEMININO;SUPERIOR COMPLETO;SUPLENTE
VEREADOR;NEILA HELLEN DE SOUZA;1,6E+11;14018;INDEFERIDO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;EMPRESÁRIO;31/03/1978;FEMININO;SUPERIOR COMPLETO;#NULO#
VEREADOR;FERNANDO JOSÉ RODRIGUES DE OLIVEIRA;1,6E+11;27444;DEFERIDO;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;COMERCIANTE;08/07/1967;MASCULINO;SUPERIOR INCOMPLETO;SUPLENTE
VEREADOR;ARILDO OLIVEIRA MELO;1,6E+11;19200;DEFERIDO;19;PTN;PARTIDO TRABALHISTA NACIONAL;EMPRESÁRIO;23/02/1963;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SUPLENTE
VEREADOR;VERA LUCIA DUTRA;1,6E+11;70777;DEFERIDO;70;PT do B;PARTIDO TRABALHISTA DO BRASIL;OUTROS;29/06/1953;FEMININO;ENSINO MÉDIO COMPLETO;SUPLENTE
VEREADOR;JOSE ORTIZ LINS;1,6E+11;12640;DEFERIDO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;OUTROS;01/07/1963;MASCULINO;ENSINO MÉDIO INCOMPLETO;ELEITO POR QP
VEREADOR;REGINALDO APARECIDO ANANIAS;1,6E+11;55655;DEFERIDO;55;PSD;PARTIDO SOCIAL DEMOCRÁTICO;EMPRESÁRIO;22/11/1973;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
VEREADOR;CLEVERSON RICARDO BAGGIO;1,6E+11;31555;DEFERIDO;31;PHS;PARTIDO HUMANISTA DA SOLIDARIEDADE;TAXISTA;26/09/1976;MASCULINO;ENSINO MÉDIO COMPLETO;NÃO ELEITO
VEREADOR;ELENIR REIS DOS SANTOS MUNHOZ;1,6E+11;45222;DEFERIDO;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;EMPRESÁRIO;22/12/1960;FEMININO;ENSINO MÉDIO INCOMPLETO;SUPLENTE
VEREADOR;FERNANDO VERDI;1,6E+11;23321;DEFERIDO;23;PPS;PARTIDO POPULAR SOCIALISTA;EMPRESÁRIO;25/02/1984;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
VEREADOR;CARLOS VICTOR GUERRA NAGEM;1,6E+11;20120;DEFERIDO;20;PSC;PARTIDO SOCIAL CRISTÃO;ADMINISTRADOR;06/03/1965;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
